1	0.25825	0.44383	0.22555	0.44383	0.38763	0.44383	0.33855	0.04443	0.44383	0.00076519	0.44383	0.44383	0.17204	0.17204	0.44383	0.38763	0.25825	0.0076439	0.15026	0.33855	0.38763	0.066691	0.17204	0.44383	0.44383	0.38763	0.15026	0.0050924	0.38763	0.19699	0.00033962	0.22555	0.087429	0.44383	0.0076439	0.44383	0.17204	0.050871	0.038804	0.44383	0.38763	0.22555	0.44383	0.22555	0.29568	0.44383	0.44383	0.44383	0.38763	0.29568	0.33855	0.22555	0.22555	0.19699	0.25825	0.25825	0.13123	0.25825	0.38763	0.44383	0.44383	0.19699	0.44383	0.44383	0.19699	0.038804	0.22555	0.1001	0.087429	0.058246	0.29568	0.29568	0.22555	0.25825	0.44383	0.44383	0.087429	0.22555	0.19699	0.11462	0.44383	0.17204	0.29568	0.17204	0.44383	0.11462	0.22555
0.25825	1	0.44383	0.22555	0.44383	0.38763	0.44383	0.33855	0.04443	0.44383	0.00076519	0.44383	0.44383	0.17204	0.17204	0.44383	0.38763	0.25825	0.0076439	0.15026	0.33855	0.38763	0.066691	0.17204	0.44383	0.44383	0.38763	0.15026	0.0050924	0.38763	0.19699	0.00033962	0.22555	0.087429	0.44383	0.0076439	0.44383	0.17204	0.050871	0.038804	0.44383	0.38763	0.22555	0.44383	0.22555	0.29568	0.44383	0.44383	0.44383	0.38763	0.29568	0.33855	0.22555	0.22555	0.19699	0.25825	0.25825	0.13123	0.25825	0.38763	0.44383	0.44383	0.19699	0.44383	0.44383	0.19699	0.038804	0.22555	0.1001	0.087429	0.058246	0.29568	0.29568	0.22555	0.25825	0.44383	0.44383	0.087429	0.22555	0.19699	0.11462	0.44383	0.17204	0.29568	0.17204	0.44383	0.11462	0.22555
0.44383	0.44383	1	0.38763	0.76279	0.66621	0.76279	0.58185	0.076359	0.76279	0.0013151	0.76279	0.76279	0.29568	0.29568	0.76279	0.66621	0.44383	0.013137	0.25825	0.58185	0.66621	0.11462	0.29568	0.76279	0.76279	0.66621	0.25825	0.0087521	0.66621	0.33855	0.00058368	0.38763	0.15026	0.76279	0.013137	0.76279	0.29568	0.087429	0.066691	0.76279	0.66621	0.38763	0.76279	0.38763	0.50818	0.76279	0.76279	0.76279	0.66621	0.50818	0.58185	0.38763	0.38763	0.33855	0.44383	0.44383	0.22555	0.44383	0.66621	0.76279	0.76279	0.33855	0.76279	0.76279	0.33855	0.066691	0.38763	0.17204	0.15026	0.1001	0.50818	0.50818	0.38763	0.44383	0.76279	0.76279	0.15026	0.38763	0.33855	0.19699	0.76279	0.29568	0.50818	0.29568	0.76279	0.19699	0.38763
0.22555	0.22555	0.38763	1	0.38763	0.33855	0.38763	0.29568	0.038804	0.38763	0.0006683	0.38763	0.38763	0.15026	0.15026	0.38763	0.33855	0.22555	0.006676	0.13123	0.29568	0.33855	0.058246	0.15026	0.38763	0.38763	0.33855	0.17204	0.0044476	0.33855	0.17204	0.00029661	0.19699	0.076359	0.38763	0.006676	0.38763	0.15026	0.04443	0.033891	0.38763	0.33855	0.19699	0.38763	0.19699	0.25825	0.38763	0.38763	0.38763	0.33855	0.25825	0.29568	0.19699	0.19699	0.17204	0.22555	0.22555	0.11462	0.22555	0.33855	0.38763	0.38763	0.17204	0.38763	0.38763	0.17204	0.033891	0.19699	0.087429	0.076359	0.050871	0.25825	0.25825	0.19699	0.22555	0.38763	0.38763	0.076359	0.19699	0.17204	0.1001	0.38763	0.15026	0.25825	0.15026	0.38763	0.1001	0.19699
0.44383	0.44383	0.76279	0.38763	1	0.66621	0.76279	0.58185	0.076359	0.76279	0.0013151	0.76279	0.76279	0.29568	0.29568	0.76279	0.66621	0.44383	0.017223	0.25825	0.58185	0.66621	0.11462	0.29568	0.76279	0.76279	0.66621	0.25825	0.0087521	0.66621	0.33855	0.00076519	0.38763	0.19699	0.76279	0.013137	0.76279	0.29568	0.087429	0.087429	0.76279	0.66621	0.38763	0.76279	0.38763	0.50818	0.76279	0.76279	0.76279	0.66621	0.50818	0.58185	0.38763	0.38763	0.33855	0.44383	0.44383	0.22555	0.44383	0.66621	0.76279	0.76279	0.33855	0.76279	0.76279	0.33855	0.066691	0.38763	0.17204	0.19699	0.1001	0.50818	0.50818	0.38763	0.44383	0.76279	0.76279	0.15026	0.38763	0.33855	0.19699	0.76279	0.29568	0.50818	0.29568	0.76279	0.19699	0.38763
0.38763	0.38763	0.66621	0.33855	0.66621	1	0.87338	0.50818	0.066691	0.66621	0.0011486	0.66621	0.66621	0.25825	0.25825	0.66621	0.58185	0.38763	0.011474	0.22555	0.50818	0.58185	0.1001	0.25825	0.66621	0.66621	0.58185	0.22555	0.0076439	0.58185	0.29568	0.00050978	0.33855	0.13123	0.66621	0.011474	0.66621	0.25825	0.076359	0.058246	0.66621	0.58185	0.33855	0.66621	0.33855	0.44383	0.66621	0.66621	0.66621	0.58185	0.44383	0.50818	0.33855	0.33855	0.29568	0.38763	0.38763	0.19699	0.38763	0.58185	0.66621	0.66621	0.29568	0.66621	0.66621	0.29568	0.058246	0.33855	0.15026	0.13123	0.087429	0.44383	0.44383	0.33855	0.38763	0.66621	0.66621	0.13123	0.33855	0.29568	0.17204	0.66621	0.25825	0.44383	0.25825	0.66621	0.17204	0.33855
0.44383	0.44383	0.76279	0.38763	0.76279	0.87338	1	0.58185	0.076359	0.76279	0.0013151	0.76279	0.76279	0.29568	0.29568	0.76279	0.66621	0.44383	0.013137	0.25825	0.58185	0.66621	0.11462	0.29568	0.76279	0.76279	0.66621	0.25825	0.0087521	0.66621	0.33855	0.00058368	0.38763	0.15026	0.76279	0.013137	0.76279	0.29568	0.087429	0.066691	0.76279	0.66621	0.38763	0.76279	0.38763	0.50818	0.76279	0.76279	0.76279	0.66621	0.50818	0.58185	0.38763	0.38763	0.33855	0.44383	0.44383	0.22555	0.44383	0.66621	0.76279	0.76279	0.33855	0.76279	0.76279	0.33855	0.066691	0.38763	0.17204	0.15026	0.1001	0.50818	0.50818	0.38763	0.44383	0.76279	0.76279	0.15026	0.38763	0.33855	0.19699	0.76279	0.29568	0.50818	0.29568	0.76279	0.19699	0.38763
0.33855	0.33855	0.58185	0.29568	0.58185	0.50818	0.58185	1	0.058246	0.58185	0.0010031	0.58185	0.58185	0.22555	0.22555	0.58185	0.50818	0.33855	0.010021	0.19699	0.44383	0.50818	0.087429	0.22555	0.58185	0.58185	0.50818	0.19699	0.006676	0.50818	0.25825	0.00044523	0.29568	0.11462	0.58185	0.010021	0.58185	0.22555	0.066691	0.050871	0.58185	0.50818	0.29568	0.58185	0.29568	0.38763	0.58185	0.58185	0.58185	0.50818	0.38763	0.44383	0.29568	0.29568	0.25825	0.33855	0.33855	0.17204	0.33855	0.50818	0.58185	0.58185	0.25825	0.58185	0.58185	0.25825	0.050871	0.29568	0.13123	0.11462	0.076359	0.38763	0.38763	0.29568	0.33855	0.58185	0.58185	0.11462	0.29568	0.25825	0.15026	0.58185	0.22555	0.38763	0.22555	0.58185	0.15026	0.29568
0.04443	0.04443	0.076359	0.038804	0.076359	0.066691	0.076359	0.058246	1	0.1001	0.00017259	0.076359	0.076359	0.029599	0.029599	0.076359	0.066691	0.04443	0.0022602	0.025852	0.058246	0.087429	0.011474	0.029599	0.076359	0.076359	0.066691	0.025852	0.0011486	0.066691	0.033891	7.6599e-05	0.038804	0.015042	0.076359	0.0013151	0.076359	0.029599	0.0087521	0.011474	0.076359	0.066691	0.038804	0.076359	0.038804	0.050871	0.076359	0.076359	0.1001	0.066691	0.050871	0.076359	0.038804	0.050871	0.033891	0.04443	0.04443	0.022578	0.04443	0.066691	0.076359	0.076359	0.04443	0.076359	0.076359	0.033891	0.006676	0.038804	0.017223	0.015042	0.010021	0.066691	0.050871	0.038804	0.04443	0.1001	0.076359	0.015042	0.038804	0.033891	0.019719	0.076359	0.029599	0.050871	0.029599	0.076359	0.019719	0.038804
0.44383	0.44383	0.76279	0.38763	0.76279	0.66621	0.76279	0.58185	0.1001	1	0.0017241	0.76279	0.76279	0.29568	0.29568	0.76279	0.66621	0.44383	0.017223	0.25825	0.58185	0.87338	0.11462	0.29568	0.76279	0.76279	0.66621	0.25825	0.0087521	0.66621	0.33855	0.00076519	0.38763	0.15026	0.76279	0.013137	0.76279	0.29568	0.087429	0.087429	0.76279	0.66621	0.38763	0.76279	0.38763	0.50818	0.76279	0.76279	1	0.66621	0.50818	0.58185	0.38763	0.38763	0.33855	0.44383	0.44383	0.22555	0.44383	0.66621	0.76279	0.76279	0.44383	0.76279	0.76279	0.33855	0.066691	0.38763	0.17204	0.15026	0.1001	0.66621	0.50818	0.38763	0.44383	1	0.76279	0.15026	0.38763	0.33855	0.19699	0.76279	0.29568	0.50818	0.29568	0.76279	0.19699	0.38763
