hsa_circ_0005836 0
hsa_circ_0072765 1
hsa_circ_0061893 2
circ_103124 3
hsa_circ_0023903 4
hsa_circ_0000488 5
hsa_circ_0002908 6
hsa_circ_0067209 7
hsa_circ_0054537 8
circrna_003524 9
has-circrna_0046367 10
hsa_circ_0025039 11
hsa_circ_103047 12
hsa_circ_0013255 13
hsa_circrna_404686 14
hsa_circ_0023115 15
circrna7231 16
hsa-circ-0000437 17
hsa_circ_0098964 18
circrna-0004904 19
hsa_circ_0071410 20
hsa_circ_0000518 21
circrna.2837 22
hsa_circ_0089810 23
hsa_circ_0001204 24
circpvt1 25
hsa_circ_0002078 26
hsa_circ_0023404 27
hsa_circ_0026372 28
hsa_circ_101396 29
circ_cct4 30
hsa_circ_0030045 31
circrunx2 32
hsa_circ_0005127 33
circrna.22054 34
hsa_circ_0072410 35
hsa_circ_0029067 36
hsa_circ_0081162 37
hsa_circ_402458 38
hsa_circ_0083964 39
hsa_circ_0001946 40
hsa_circ_0068942 41
hsa_circ_0050898 42
hsa_circrna_104854 43
hsa_circ_0063179 44
hsa_circ_014724 45
hsa_circrna_015115 46
circ_0002198 47
hsa_circ_0064996 48
circrna_15698 49
hsa_circ_0000479 50
hsa_circ_0008305 51
hsa_circ_0001819 52
hsa_circ_0003146 53
hsa-circ-0040809 54
hsa_circ_0041946 55
hsa_circ_0034398 56
hsa_circ_002082 57
circrna_0001073 58
hsa_circ_0041796 59
hsa_circ_0005105 60
hsa_circrna_044353 61
circusp45 62
hsa_circ_0056048 63
hsa-circrna5974-1 64
hsa_circrna_000598 65
circ kmt2e 66
hsa_circ_0091702 67
cttn1 68
hsa_circ_0044235 69
hsa_circ_0056731 70
hsa_circ_0000175 71
hsa_circ_0087206 72
circdlgap4 73
hsa_circrna_103343 74
hsa_circ_0054345 75
hsa_circrna_102101 76
hsa_circ_0071896 77
hsa_circ_0075001 78
circsmarca5 79
hsa_circrna_050898 80
hsa_circ_000361 81
hsa_circrna_103387 82
circ_usp9y 83
cir-ccdc66 84
hsa_circ_0035560 85
hsa_circ_0072668 86
hsa_circ_0008078 87
hsa_circ_0032970 88
circrna_11058 89
hsa_circ_0029601 90
hsa_circ_0005540 91
hsa_circ_0032683 92
circ_092520 93
hsa_circ_102485 94
hsa_circrna_100257 95
hsa_circ_0005442 96
hsa_circ_0005870 97
hsa_circ_0008887 98
circ_ubqln1 99
cznf292 100
hsa_circ_0001907 101
hsa_circ_0040705 102
circ_0004712 103
circ_102610 104
hsa_circrna_406918 105
circ_sdha 106
hsa_circ_0003575 107
hsa_circ_0023956 108
hsa_circ_0078768 109
circrna_13478 110
cttn4 111
hsa-circ-000595 112
hsa_circ_0100783 113
hsa_circ_102533 114
hsa_circ_0070963 115
hsa_circ_0052012 116
circrna-chr19 117
hsa_circ_0108308 118
hsa_circrna_404457 119
hsa_circ_0005267 120
cttn2 121
hsa_circ_0032131 122
hsa_circ_0062557 123
hsa_circ_0123996 124
hsa_circ_0001947 125
circrna_0084927 126
hsa_circ_0081108 127
hsa-circrna11783-2 128
hsa_circrna_100750 129
circrna_000203 130
hsa_circ_0001417 131
hsa_circ_0008615 132
hsa_circrna_100192 133
circ_drosha 134
hsa_circ_101873 135
hsa_circrna_003251 136
hsa_circ_0002062 137
